Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: Ariadne total,# links: GetIt total,# links: All Total,% total: Ariadne,% total: GetIt,ARIADNE: BACKEND_API_FETCH_ERROR_FAILED_TO_FETCH,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
"getit.library.nyu.edu/resolve??charset=utf-8&atitle=The impact of advertising on social processes&jtitle=Mind & Society=&title=Mind & Society=&issn=1860-1839(ELECTRONIC),15937879(PRINT)&date=2021&aulast=Pavlovskaya&aufirst=Olga&au=Pavlovskaya,Olga&genre=article","Article | The impact of advertising on social processes | Pavlovskaya,Olga 2021 | Published in Journal Mind  | ISSN:0026-4423",2,1,3,3,5,8,38,63,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03075133&title=Journal of Egyptian Archaeology&volume=104&issue=2&date=20181201&atitle=A Rare Example of Leather from Ancient Egypt.&aulast=Marazzi, Mary Ann&spage=211&sid=EBSCO:Art & Architecture Source=&pid=Marazzi, Mary Ann13954926520181201Art & Architecture Source=",Article | A Rare Example of Leather from Ancient Egypt. | Marazzi Mary Ann 2018 Dec 01 | Published in Journal Journal of Egyptian Archaeology Volume 104 Issue 2 Page 211. | ISSN:0307-5133,2,0,0,2,2,4,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03077578&title=Daily Mail&volume=&issue=&date=20210715&atitle=Mansplain rage.&aulast=&spage=60&sid=EBSCO:Supplemental Index&pid=15139009820210715Supplemental Index,Article | Mansplain rage. | 2021 Jul 15 | Published in Journal Daily Mail Page 60. | ISSN:0307-7578,10,1,0,11,10,21,52,48,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03077578&title=Daily Mail&volume=&issue=&date=20220322&atitle=Why exercise is so beneficial.&aulast=&spage=44&sid=EBSCO:Regional Business News&pid=15584928920220322Regional Business News,Article | Why exercise is so beneficial. | 2022 Mar 22 | Published in Journal Daily Mail Page 44. | ISSN:0307-7578,10,1,0,11,10,21,52,48,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03080226&title=British Journal of Occupational Therapy&volume=82&issue=5&date=20190501&atitle=Treatment fidelity.&aulast=Hildebrand, Mary W&spage=261&sid=EBSCO:CINAHL Complete&pid=Hildebrand, Mary W13642254820190501CINAHL Complete",Article | Treatment fidelity. | Hildebrand Mary W 2019 May 01 | Published in Journal British Journal of Occupational Therapy Volume 82 Issue 5 Page 261. | ISSN:0308-0226,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03080226&title=British journal of occupational therapy&volume=84&issue=7&date=20210101&atitle=The feasibility of a combined model of online interventions for adults with cancer-related cognitive impairment&aulast=Maeir, Talia&spage=430&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Maeir, TaliaRN62676631420210101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | The feasibility of a combined model of online interventions for adults with cancer-related cognitive impairment | Maeir Talia 2021 Jan 01 | Published in Journal British journal of occupational therapy Volume 84 Issue 7 Page 430. | ISSN:0308-0226,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0308518X&title=Environment and Planning A&volume=44&issue=7&date=20120101&atitle=The queer time of creative urbanism: Family, futurity, and global city Singapore&aulast=Oswin, N.&spage=1624&sid=EBSCO:Scopus\u00ae&pid=Oswin, N.edselc.2-52.0-8486518759620120101Scopus\u00ae",Article | The queer time of creative urbanism Family futurity and global city Singapore | Oswin N 2012 Jan 01 | Published in Journal Environment and Planning A Volume 44 Issue 7 Page 1624. | ISSN:0308-518X,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03087298&title=History of Photography&volume=34&issue=4&date=20101101&atitle=The History and Aesthetics of the Classical Film Still.&aulast=Jacobs, Steven&spage=373&sid=EBSCO:Complementary Index&pid=Jacobs, Steven5653683720101101Complementary Index",Article | The History and Aesthetics of the Classical Film Still. | Jacobs Steven 2010 Nov 01 | Published in Journal History of Photography Volume 34 Issue 4 Page 373. | ISSN:0308-7298,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03090566&title=European Journal of Marketing&volume=55&issue=2&date=20200905&atitle=The allure of starting afresh: the effects of mortality-related sadness on the effectiveness of fresh start appeals&aulast=Felix Septianto&spage=517&sid=EBSCO:Emerald Insight&pid=Felix Septiantoedsemr.10.1108.EJM.06.2019.054620200905Emerald Insight,Article | The allure of starting afresh the effects of mortality-related sadness on the effectiveness of fresh start appeals | Felix Septianto 2020 Sep 05 | Published in Journal European Journal of Marketing Volume 55 Issue 2 Page 517. | ISSN:0309-0566,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03091317&title=International journal of urban and regional research&volume=45&issue=. 1&date=20210101&atitle=Day Zero and The Infrastructures of Climate Change : Water Governance, Inequality, and Infrastructural Politics in Cape Town's Water Crisis&aulast=Millington, Nate&spage=116&sid=EBSCO:Dialnet Plus&pid=Millington, Nateedsdnp.7695150ART20210101Dialnet Plus",Article | Day Zero and The Infrastructures of Climate Change Water Governance Inequality and Infrastructural Politics in Cape Town's Water Crisis | Millington Nate 2021 Jan 01 | Published in Journal International journal of urban and regional research Volume 45 Issue 1 Page 116. | ISSN:0309-1317,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03150836&title=Canadian Theatre Review&volume=186&issue=&date=20210401&atitle=A Survivor's Guide to Institutional Racism.&aulast=Ba\u015far, Deniz&spage=39&sid=EBSCO:International Bibliography of Theatre & Dance with Full Text=&pid=Ba\u015far, Deniz14987942320210401International Bibliography of Theatre & Dance with Full Text=",Article | A Survivor's Guide to Institutional Racism. | Bau015far Deniz 2021 Apr 01 | Published in Journal Canadian Theatre Review Volume 186 Page 39. | ISSN:0315-0836,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03337308&title=Israel Journal of Psychiatry and Related Sciences&volume=24&issue=4&date=19870101&atitle=Psychological distress of Holocaust survivors and offspring in Israel, forty years later: A review&aulast=Dasberg, H.&spage=243&sid=EBSCO:Scopus\u00ae&pid=Dasberg, H.edselc.2-52.0-002349368319870101Scopus\u00ae",Article | Psychological distress of Holocaust survivors and offspring in Israel forty years later A review | Dasberg H 1987 Jan 01 | Published in Journal Israel Journal of Psychiatry and Related Sciences Volume 24 Issue 4 Page 243. | ISSN:0333-7308,1,0,0,1,1,2,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03341763&title=Reviews in the neurosciences&volume=27&issue=4&date=20160601&atitle=Emotion regulation strategies in trauma-related disorders: pathways linking neurobiology and clinical manifestations.&aulast=Del R\u00edo-Casanova L&spage=385&sid=EBSCO:MEDLINE with Full Text&pid=Del R\u00edo-Casanova L2681278020160601MEDLINE with Full Text,Article | Emotion regulation strategies in trauma-related disorders pathways linking neurobiology and clinical manifestations. | Del R\u00edo-Casanova L 2016 Jun 01 | Published in Journal Reviews in the neurosciences Volume 27 Issue 4 Page 385. | ISSN:0334-1763,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03400352&title=IFLA Journal&volume=48&issue=1&date=20220301&atitle=Prevalence and source analysis of COVID-19 misinformation in 138 countries.&aulast=Al-Zaman, Md. Sayeed&spage=189&sid=EBSCO:Library & Information Science Source=&pid=Al-Zaman, Md. Sayeed15573194720220301Library & Information Science Source=",Article | Prevalence and source analysis of COVID-19 misinformation in 138 countries. | Al Zaman Md Sayeed 2022 Mar 01 | Published in Journal IFLA Journal Volume 48 Issue 1 Page 189. | ISSN:0340-0352,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03515796&title=International review of the aesthetics and sociology of music&volume=34&issue=2&date=20030101&atitle=Musical space and architectural time: Open scoring versus linear processes&aulast=Hanoch-Roe, Galia&spage=145&sid=EBSCO:RILM Abstracts of Music Literature with Full Text&pid=Hanoch-Roe, GaliaA51333320030101RILM Abstracts of Music Literature with Full Text",Article | Musical space and architectural time Open scoring versus linear processes | Hanoch Roe Galia 2003 Jan 01 | Published in Journal International review of the aesthetics and sociology of music Volume 34 Issue 2 Page 145. | ISSN:0351-5796,1,1,0,2,1,3,67,33,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03600572&title=Annual Review of Sociology&volume=38&issue=&date=20120101&atitle=Social and Economic Returns to College Education in the United States&aulast=Michael Hout&spage=379&sid=EBSCO:JSTOR Journals&pid=Michael Houtedsjsr.2325460120120101JSTOR Journals,Article | Social and Economic Returns to College Education in the United States | Michael Hout 2012 Jan 01 | Published in Journal Annual Review of Sociology Volume 38 Page 379. | ISSN:0360-0572,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03600572&title=Annual Review of Sociology&volume=43&issue=1&date=20170701&atitle=Graduate Education and Social Stratification.&aulast=Posselt, Julie R.&spage=353&sid=EBSCO:Business Source Complete&pid=Posselt, Julie R.12439547820170701Business Source Complete",Article | Graduate Education and Social Stratification. | Posselt Julie R 2017 Jul 01 | Published in Journal Annual Review of Sociology Volume 43 Issue 1 Page 353. | ISSN:0360-0572,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03600572&title=Annual Review of Sociology&volume=47&issue=1&date=20210701&atitle=Black Men and Black Masculinity.&aulast=Young Jr., Alford A.&spage=437&sid=EBSCO:Academic Search Complete&pid=Young Jr., Alford A.15168181020210701Academic Search Complete",Article | Black Men and Black Masculinity. | Young Jr Alford A 2021 Jul 01 | Published in Journal Annual Review of Sociology Volume 47 Issue 1 Page 437. | ISSN:0360-0572,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03604039&title=Nursing&volume=51&issue=10&date=20211001&atitle=Nonpharmacologic approaches to pain management.&aulast=NATHENSON, PREM PAUL&spage=62&sid=EBSCO:Complementary Index&pid=NATHENSON, PREM PAUL15266160820211001Complementary Index",Article | Nonpharmacologic approaches to pain management. | Nathenson Prem Paul 2021 Oct 01 | Published in Journal Nursing Volume 51 Issue 10 Page 62. | ISSN:0360-4039,2,0,0,2,2,4,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03611817&title=The Nurse practitioner&volume=22&issue=10&date=19971001&atitle=Promoting healthy sexuality: guidelines for infancy through preschool.&aulast=Finan SL&spage=79&sid=EBSCO:MEDLINE with Full Text&pid=Finan SL935511819971001MEDLINE with Full Text,Article | Promoting healthy sexuality guidelines for infancy through preschool. | Finan SL 1997 Oct 01 | Published in Journal The Nurse practitioner Volume 22 Issue 10 Page 79. | ISSN:0361-1817,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03611981&title=Transportation Research Record&volume=&issue=2216&date=20111201&atitle=Measuring and controlling subway fare evasion: Improving safety and security at New York City Transit Authority&aulast=Reddy, A.V.&spage=85&sid=EBSCO:Scopus\u00ae&pid=Reddy, A.V.edselc.2-52.0-8485612085420111201Scopus\u00ae",Article | Measuring and controlling subway fare evasion Improving safety and security at New York City Transit Authority | Reddy A V 2011 Dec 01 | Published in Journal Transportation Research Record Issue 2216 Page 85. | ISSN:0361-1981,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03612317&title=Color: Research and applications&volume=29&issue=2&date=20040101&atitle=Museum Lighting: Optimizing the Illuminant&aulast=Abramov, I.&spage=121&sid=EBSCO:Dialnet Plus&pid=Abramov, I.edsdnp.817009ART20040101Dialnet Plus",Article | Museum Lighting Optimizing the Illuminant | Abramov I 2004 Jan 01 | Published in Journal Color Research and applications Volume 29 Issue 2 Page 121. | ISSN:0361-2317,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03613682&title=Accounting, Organizations and Society&volume=81&issue=&date=20200201&atitle=Understanding financial auditing from a service perspective&aulast=Knechel, W. Robert&spage=&sid=EBSCO:ScienceDirect&pid=Knechel, W. RobertS036136821930072820200201ScienceDirect",Article | Understanding financial auditing from a service perspective | Knechel W Robert 2020 Feb 01 | Published in Journal Accounting Organizations and Society Volume 81. | ISSN:0361-3682,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03616274&title=Health Care Management Review&volume=45&issue=3&date=20200701&atitle=Workplace violence: Examination of the tensions between duty of care, worker safety, and zero tolerance.&aulast=Beattie, Jill&spage=E13&sid=EBSCO:Supplemental Index&pid=Beattie, Jill14628976920200701Supplemental Index",Article | Workplace violence Examination of the tensions between duty of care worker safety and zero tolerance. | Beattie Jill 2020 Jul 01 | Published in Journal Health Care Management Review Volume 45 Issue 3 Page E13. | ISSN:0361-6274,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03616843&title=Psychology of Women Quarterly&volume=44&issue=3&date=20200901&atitle=Facebook LGBTQ Pictivism: The Effects of Women's Rainbow Profile Filters on Sexual Prejudice and Online Belonging.&aulast=Matsick, Jes L.&spage=342&sid=EBSCO:Complementary Index&pid=Matsick, Jes L.14523891220200901Complementary Index",Article | Facebook LGBTQ Pictivism The Effects of Women's Rainbow Profile Filters on Sexual Prejudice and Online Belonging. | Matsick Jes L 2020 Sep 01 | Published in Journal Psychology of Women Quarterly Volume 44 Issue 3 Page 342. | ISSN:0361-6843,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03616843&title=Psychology of Women Quarterly&volume=6&issue=3&date=19820301&atitle=FOR COLORED GIRLS WHO HAVE CONSIDERED SUICIDE WHEN THE RAINBOW IS ENUF (Book).&aulast=Smith, Eleanor&spage=367&sid=EBSCO:SocINDEX with Full Text&pid=Smith, Eleanor864643619820301SocINDEX with Full Text",Article | FOR COLORED GIRLS WHO HAVE CONSIDERED SUICIDE WHEN THE RAINBOW IS ENUF Book  | Smith Eleanor 1982 Mar 01 | Published in Journal Psychology of Women Quarterly Volume 6 Issue 3 Page 367. | ISSN:0361-6843,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03623319&title=Social Science Journal&volume=53&issue=4&date=20161201&atitle=Regret among tattooed adolescents.&aulast=Dukes, Richard L.&spage=455&sid=EBSCO:Social Sciences Full Text (H.W. Wilson)&pid=Dukes, Richard L.11922077320161201Social Sciences Full Text (H.W. Wilson)",Article | Regret among tattooed adolescents. | Dukes Richard L 2016 Dec 01 | Published in Journal Social Science Journal Volume 53 Issue 4 Page 455. | ISSN:0362-3319,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03624331&title=New York Times&volume=156&issue=53862&date=20070221&atitle=In the Land of Flamenco, Civil War's Buried Bones.&aulast=Grimes, William&spage=E10&sid=EBSCO:Regional Business News&pid=Grimes, William2439761720070221Regional Business News",Article | In the Land of Flamenco Civil War's Buried Bones. | Grimes William 2007 Feb 21 | Published in Journal New York Times Volume 156 Issue 53862 Page E10. | ISSN:0362-4331,6,1,0,7,6,13,54,46,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03624331&title=New York Times&volume=161&issue=55805&date=20120617&atitle=Evolution Of a Feisty Pixar Princess.&aulast=Murphy, Mekado&spage=14&sid=EBSCO:Readers' Guide Full Text Mega (H.W. Wilson)&pid=Murphy, Mekado7659434920120617Readers' Guide Full Text Mega (H.W. Wilson)",Article | Evolution Of a Feisty Pixar Princess. | Murphy Mekado 2012 Jun 17 | Published in Journal New York Times Volume 161 Issue 55805 Page 14. | ISSN:0362-4331,7,2,0,9,7,16,56,44,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03624331&title=New York Times&volume=162&issue=56049&date=20130216&atitle=Cambodia Sees Ethical Conflict In Import Panel.&aulast=MASHBERG, TOM&spage=C1&sid=EBSCO:Readers' Guide Full Text Mega (H.W. Wilson)&pid=MASHBERG, TOM8549775220130216Readers' Guide Full Text Mega (H.W. Wilson)",Article | Cambodia Sees Ethical Conflict In Import Panel. | Mashberg Tom 2013 Feb 16 | Published in Journal New York Times Volume 162 Issue 56049 Page C1. | ISSN:0362-4331,7,2,0,9,7,16,56,44,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03624331&title=New York Times&volume=168&issue=58129&date=20181028&atitle=South.&aulast=&spage=15&sid=EBSCO:Readers' Guide Full Text Mega (H.W. Wilson)&pid=13269365620181028Readers' Guide Full Text Mega (H.W. Wilson),Article | South. | 2018 Oct 28 | Published in Journal New York Times Volume 168 Issue 58129 Page 15. | ISSN:0362-4331,7,2,0,9,7,16,56,44,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=03624331&title=New York Times&volume=168&issue=58263&date=20190311&atitle=They Loved 'Us': Jordan Peele's Film Is a Hit at SXSW.&aulast=MURPHY, MEKADO&spage=C6&sid=EBSCO:Readers' Guide Full Text Mega (H.W. Wilson)&pid=MURPHY, MEKADO13520497620190311Readers' Guide Full Text Mega (H.W. Wilson)",Article | They Loved Us Jordan Peele's Film Is a Hit at SXSW. | Murphy Mekado 2019 Mar 11 | Published in Journal New York Times Volume 168 Issue 58263 Page C6. | ISSN:0362-4331,7,2,0,9,7,16,56,44,0,0,0,0,0
