Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: total,% total: Ariadne,% total: GetIt,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
getit.library.nyu.edu/resolve?=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.spage=19&rft.epage=36&rft.title=Thinking+with+Borges&rft.aulast=Gingerich&rft.date=2009&rft.artnum=1042&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&rft.aufirst=Stephen&url_ver=Z39.88-2004&sid=bepress:DigitalCommons&rft.atitle=Nothing+and+everything+:+theoretical+and+practical+nihilism+in+Borges&rft.genre=article,"Article | Nothing and everything theoretical and practical nihilism in Borges | Gingerich Stephen 2009 | Published in Journal Thinking with Borges Page 19 36. | ",0,0,0,0,n/a,n/a,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01625748&title=Review of Higher Education&volume=33&issue=3&date=20100101&atitle=When Race and Gender Collide: Social and Cultural Capital's Influence on the Academic Achievement of African American and Latino Males&aulast=Strayhorn, Terrell L.&spage=307&sid=EBSCO:ERIC&pid=Strayhorn, Terrell L.EJ88827520100101ERIC",Article | When Race and Gender Collide Social and Cultural Capital's Influence on the Academic Achievement of African American and Latino Males | Strayhorn Terrell L 2010 Jan 01 | Published in Journal Review of Higher Education Volume 33 Issue 3 Page 307. | ISSN:0162-5748,0,0,3,3,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01625748&title=Review of Higher Education&volume=42&issue=4&date=20190101&atitle=Helping Students Navigate the College Choice Process: The Experiences and Practices of College Advising Professionals in Public High Schools&aulast=Clayton, Ashley B.&spage=1401&sid=EBSCO:ERIC&pid=Clayton, Ashley B.EJ122310220190101ERIC",Article | Helping Students Navigate the College Choice Process The Experiences and Practices of College Advising Professionals in Public High Schools | Clayton Ashley B 2019 Jan 01 | Published in Journal Review of Higher Education Volume 42 Issue 4 Page 1401. | ISSN:0162-5748,0,0,3,3,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01634372&title=Journal of Gerontological Social Work&volume=43&issue=2/3&date=20040801&atitle=An Ethical Dilemma in Elder Abuse.&aulast=Linzer, Norman&spage=165&sid=EBSCO:Complementary Index&pid=Linzer, Norman1468744820040801Complementary Index",Article | An Ethical Dilemma in Elder Abuse. | Linzer Norman 2004 Aug 01 | Published in Journal Journal of Gerontological Social Work Volume 43 Issue 2/3 Page 165. | ISSN:0163-4372,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01634437&title=Media, Culture & Society=&volume=39&issue=5&date=20170701&atitle=Construction of digital Korea: the evolution of new communication technologies in the 21st century.&aulast=Jin, Dal Yong&spage=715&sid=EBSCO:Complementary Index&pid=Jin, Dal Yong12353246820170701Complementary Index",Article | Construction of digital Korea the evolution of new communication technologies in the 21st century. | Jin Dal Yong 2017 Jul 01 | Published in Journal Media Culture Volume 39 Issue 5 Page 715. | ISSN:0163-4437,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01639374&title=Cataloging & Classification Quarterly=&volume=57&issue=2/3&date=20190201&atitle=Purpose-driven Assessment of Cataloging and Metadata Services: Transforming Broken Links into Linked Data.&aulast=Chou, Charlene&spage=135&sid=EBSCO:Complementary Index&pid=Chou, Charlene13640172620190201Complementary Index",Article | Purpose-driven Assessment of Cataloging and Metadata Services Transforming Broken Links into Linked Data. | Chou Charlene 2019 Feb 01 | Published in Journal Cataloging Volume 57 Issue 2/3 Page 135. | ISSN:0163-9374,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01640275&title=Research on Aging&volume=30&issue=2&date=20080301&atitle=Cumulative disadvantage and black-white disparities in life-course health trajectories&aulast=Shuey, K.M.&spage=200&sid=EBSCO:Scopus\u00ae&pid=Shuey, K.M.edselc.2-52.0-3884918873620080301Scopus\u00ae",Article | Cumulative disadvantage and black-white disparities in life-course health trajectories | Shuey K M 2008 Mar 01 | Published in Journal Research on Aging Volume 30 Issue 2 Page 200. | ISSN:0164-0275,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0164212X&title=Occupational Therapy in Mental Health&volume=35&issue=2&date=20190101&atitle=Occupational Therapy Interventions in Mental Health : A Literature Review in Search of Evidence&aulast=Kirsh, Bonnie&spage=109&sid=EBSCO:SwePub&pid=Kirsh, Bonnieedsswe.oai.lup.lub.lu.se.abdb68c7.f2f2.40c6.aedb.6608feb175b620190101SwePub",Article | Occupational Therapy Interventions in Mental Health A Literature Review in Search of Evidence | Kirsh Bonnie 2019 Jan 01 | Published in Journal Occupational Therapy in Mental Health Volume 35 Issue 2 Page 109. | ISSN:0164-212X,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01650327&title=Journal of Affective Disorders&volume=292&issue=&date=20210901&atitle=Gut microbiome in adolescent depression&aulast=Thapa, Santosh&spage=500&sid=EBSCO:ScienceDirect&pid=Thapa, SantoshS016503272100552820210901ScienceDirect",Article | Gut microbiome in adolescent depression | Thapa Santosh 2021 Sep 01 | Published in Journal Journal of Affective Disorders Volume 292 Page 500. | ISSN:0165-0327,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01650327&title=Journal of Affective Disorders&volume=296&issue=&date=20220101&atitle=Perceived academic stress and depressive symptoms among Chinese adolescents: A moderated mediation analysis of overweight status&aulast=Fu, Yan&spage=224&sid=EBSCO:ScienceDirect&pid=Fu, YanS016503272101019320220101ScienceDirect",Article | Perceived academic stress and depressive symptoms among Chinese adolescents A moderated mediation analysis of overweight status | Fu Yan 2022 Jan 01 | Published in Journal Journal of Affective Disorders Volume 296 Page 224. | ISSN:0165-0327,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01650327&title=Journal of Affective Disorders&volume=306&issue=&date=20220601&atitle=The influence of sedentary behaviour on mental health among children and adolescents: A systematic review and meta-analysis of longitudinal studies&aulast=Zhang, Jing&spage=90&sid=EBSCO:ScienceDirect&pid=Zhang, JingS016503272200257920220601ScienceDirect",Article | The influence of sedentary behaviour on mental health among children and adolescents A systematic review and meta-analysis of longitudinal studies | Zhang Jing 2022 Jun 01 | Published in Journal Journal of Affective Disorders Volume 306 Page 90. | ISSN:0165-0327,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01651765&title=ECONOMICS LETTERS&volume=120&issue=1&date=20130101&atitle=Dynamic co-movements of stock market returns, implied volatility and policy uncertainty&aulast=Antonakakis, N.&spage=87&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Antonakakis, N.RN33237127520130101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Dynamic co-movements of stock market returns implied volatility and policy uncertainty | Antonakakis N 2013 Jan 01 | Published in Journal ECONOMICS LETTERS Volume 120 Issue 1 Page 87. | ISSN:0165-1765,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01651781&title=PSYCHIATRY RESEARCH&volume=306&issue=&date=20211201&atitle=The consequences of cyberbullying and traditional bullying victimization among adolescents: Gender differences in psychological symptoms, self-harm and suicidality&aulast=Yang, Bin&spage=&sid=EBSCO:Social Sciences Citation Index&pid=Yang, Bin00070499180000120211201Social Sciences Citation Index",Article | The consequences of cyberbullying and traditional bullying victimization among adolescents Gender differences in psychological symptoms self-harm and suicidality | Yang Bin 2021 Dec 01 | Published in Journal PSYCHIATRY RESEARCH Volume 306. | ISSN:0165-1781,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01651781&title=Psychiatry Research&volume=240&issue=&date=20160630&atitle=The risk and protective factors in the development of childhood social anxiety symptoms among Chinese children&aulast=Wu, Yi-Le&spage=103&sid=EBSCO:ScienceDirect&pid=Wu, Yi-LeS016517811530170020160630ScienceDirect",Article | The risk and protective factors in the development of childhood social anxiety symptoms among Chinese children | Wu Yi-Le 2016 Jun 30 | Published in Journal Psychiatry Research Volume 240 Page 103. | ISSN:0165-1781,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01655515&title=Journal of Information Science&volume=39&issue=1&date=20130201&atitle=\u2018The presentation of self in the online world\u2019: Goffman and the study of online identities.&aulast=Bullingham, Liam&spage=101&sid=EBSCO:Complementary Index&pid=Bullingham, Liam8516949320130201Complementary Index",Article | \u2018The presentation of self in the online world\u2019 Goffman and the study of online identities. | Bullingham Liam 2013 Feb 01 | Published in Journal Journal of Information Science Volume 39 Issue 1 Page 101. | ISSN:0165-5515,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01666991&title=Synthese library&volume=398&issue=&date=20180101&atitle=Evidentialism and Moral Encroachment&aulast=Gardiner, Georgi&spage=169&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Gardiner, GeorgiRN61771206320180101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Evidentialism and Moral Encroachment | Gardiner Georgi 2018 Jan 01 | Published in Journal Synthese library Volume 398 Page 169. | ISSN:0166-6991,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01671987&title=Soil & Tillage Research=&volume=215&issue=&date=20220101&atitle=How farmers approach soil carbon sequestration? Lessons learned from 105 carbon-farming plans&aulast=Mattila, Tuomas J.&spage=&sid=EBSCO:ScienceDirect&pid=Mattila, Tuomas J.S016719872100277420220101ScienceDirect",Article | How farmers approach soil carbon sequestration Lessons learned from 105 carbon-farming plans | Mattila Tuomas J 2022 Jan 01 | Published in Journal Soil Volume 215. | ISSN:0167-1987,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01675133&title=Journal of Semantics&volume=31&issue=1&date=20140201&atitle=Reflexives, Reciprocals and Contrast.&aulast=Cable, Seth&spage=1&sid=EBSCO:Complementary Index&pid=Cable, Seth9439445920140201Complementary Index",Article | Reflexives Reciprocals and Contrast. | Cable Seth 2014 Feb 01 | Published in Journal Journal of Semantics Volume 31 Issue 1 Page 1. | ISSN:0167-5133,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01677799&title=Trends in Biotechnology&volume=22&issue=5&date=20040101&atitle=The future of patent deposition of microorganisms?&aulast=Sekar, Soundarapandian&spage=213&sid=EBSCO:ScienceDirect&pid=Sekar, SoundarapandianS016777990400087320040101ScienceDirect",Article | The future of patent deposition of microorganisms? | Sekar Soundarapandian 2004 Jan 01 | Published in Journal Trends in Biotechnology Volume 22 Issue 5 Page 213. | ISSN:0167-7799,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01763679&title=Pharmacopsychiatry&volume=54&issue=4&date=20210701&atitle=Classical Psychedelics as Therapeutics in Psychiatry \u2013 Current Clinical Evidence and Potential Therapeutic Mechanisms in Substance Use and Mood Disorders.&aulast=Mertens, Lea J.&spage=176&sid=EBSCO:Complementary Index&pid=Mertens, Lea J.15140579420210701Complementary Index",Article | Classical Psychedelics as Therapeutics in Psychiatry u2013 Current Clinical Evidence and Potential Therapeutic Mechanisms in Substance Use and Mood Disorders. | Mertens Lea J 2021 Jul 01 | Published in Journal Pharmacopsychiatry Volume 54 Issue 4 Page 176. | ISSN:0176-3679,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0180930X&title=Les Annales de la recherche urbaine&volume=85&issue=1&date=19990101&atitle=Carol Willis, Form follows finance, Skyscrapers and skylines in New-York and Chicago, 1995&aulast=Gourdon Jean-Loup&spage=214&sid=EBSCO:Pers\u00e9e&pid=Gourdon Jean-Loupedsper.aru.0180.930x.1999.num.85.1.2302.t1.0214.0000.419990101Pers\u00e9e",Article | Carol Willis Form follows finance Skyscrapers and skylines in New-York and Chicago 1995 | Gourdon Jean-Loup 1999 Jan 01 | Published in Journal Les Annales de la recherche urbaine Volume 85 Issue 1 Page 214. | ISSN:0180-930X,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01876961&title=Estudios Fronterizos&volume=21&issue=&date=20200101&atitle=Ventanillas de Salud: Desaf\u00edos en el acceso a servicios de salud de inmigrantes mexicanos en ee. uu.&aulast=Marina Valle, Valeria&spage=1&sid=EBSCO:Academic Search Complete&pid=Marina Valle, Valeria14684139220200101Academic Search Complete",Article | Ventanillas de Salud Desaf\u00edos en el acceso a servicios de salud de inmigrantes mexicanos en ee uu. | Marina Valle Valeria 2020 Jan 01 | Published in Journal Estudios Fronterizos Volume 21 Page 1. | ISSN:0187-697X,0,0,4,4,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01885022&title=Medicina y \u00e9tica: Revista internacional de bio\u00e9tica, deontolog\u00eda y \u00e9tica m\u00e9dica&volume=31&issue=. 2&date=20200101&atitle=Reflexiones \u00e9ticas desde el confucionismo: la mujer : Ethical reflections from confucianism: the woman&aulast=Tarasco Michel, Martha&spage=473&sid=EBSCO:Dialnet Plus&pid=Tarasco Michel, Marthaedsdnp.7322207ART20200101Dialnet Plus",Article | Reflexiones u00e9ticas desde el confucionismo la mujer Ethical reflections from confucianism the woman | Tarasco Michel Martha 2020 Jan 01 | Published in Journal Medicina y u00e9tica Revista internacional de bio\u00e9tica deontolog\u00eda y u00e9tica m\u00e9dica Volume 31 Issue 2 Page 473. | ISSN:0188-5022,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01911961&title=MISSOURI REVIEW&volume=42&issue=1&date=20190301&atitle=I can't say I loved punk when punk was contagious, CBGB nearly every night&aulast=Seuss, Diane&spage=14&sid=EBSCO:Arts & Humanities Citation Index=&pid=Seuss, Diane00046855650000520190301Arts & Humanities Citation Index=",Article | I can't say I loved punk when punk was contagious CBGB nearly every night | Seuss Diane 2019 Mar 01 | Published in Journal MISSOURI REVIEW Volume 42 Issue 1 Page 14. | ISSN:0191-1961,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01913085&title=Research in Organizational Behavior&volume=8&issue=&date=19860101&atitle=PRODUCTION OF TRUST: INSTITUTIONAL SOURCES OF ECONOMIC STRUCTURE, 1840-1920.&aulast=Zucker, Lynne G.&spage=53&sid=EBSCO:Business Source Complete&pid=Zucker, Lynne G.681540319860101Business Source Complete",Article | PRODUCTION OF TRUST INSTITUTIONAL SOURCES OF ECONOMIC STRUCTURE 1840-1920. | Zucker Lynne G 1986 Jan 01 | Published in Journal Research in Organizational Behavior Volume 8 Page 53. | ISSN:0191-3085,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01918869&title=Personality and Individual Differences&volume=179&issue=&date=20210901&atitle=Police employees working from home during COVID-19 lockdown: Those with higher score on extraversion miss their colleagues more and are more likely to socialize with colleagues outside work&aulast=Langvik, Eva&spage=&sid=EBSCO:ScienceDirect&pid=Langvik, EvaS019188692100299320210901ScienceDirect",Article | Police employees working from home during COVID-19 lockdown Those with higher score on extraversion miss their colleagues more and are more likely to socialize with colleagues outside work | Langvik Eva 2021 Sep 01 | Published in Journal Personality and Individual Differences Volume 179. | ISSN:0191-8869,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01922882&title=THEATRE JOURNAL&volume=71&issue=1&date=20190301&atitle=THE BOYS IN THE BAND.&aulast=Krasner, David&spage=111&sid=EBSCO:Arts & Humanities Citation Index=&pid=Krasner, David00046433680001920190301Arts & Humanities Citation Index=",Article | THE BOYS IN THE BAND. | Krasner David 2019 Mar 01 | Published in Journal THEATRE JOURNAL Volume 71 Issue 1 Page 111. | ISSN:0192-2882,0,0,6,6,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0192513X&title=JOURNAL OF FAMILY ISSUES&volume=&issue=&date=20210702&atitle=Personality Traits and Attachments Styles in Romantic Relationships Deciding&aulast=Tosun, Cansu&spage=&sid=EBSCO:Social Sciences Citation Index&pid=Tosun, Cansu00067142030000120210702Social Sciences Citation Index",Article | Personality Traits and Attachments Styles in Romantic Relationships Deciding | Tosun Cansu 2021 Jul 02 | Published in Journal JOURNAL OF FAMILY ISSUES. | ISSN:0192-513X,0,0,1,1,0,100,1,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01937235&title=Journal of Sport & Social Issues=&volume=45&issue=4&date=20210801&atitle=\,Article | \ | 2021 Aug 01 | Published in Journal Journal of Sport Volume 45 Issue 4. | ISSN:0193-7235,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01939459&title=Western Journal of Nursing Research&volume=35&issue=2&date=20130201&atitle=Variables Affecting Learning in a Simulation Experience: A Mixed Methods Study.&aulast=Beischel, Kelly P.&spage=226&sid=EBSCO:CINAHL Complete&pid=Beischel, Kelly P.10441255420130201CINAHL Complete",Article | Variables Affecting Learning in a Simulation Experience A Mixed Methods Study. | Beischel Kelly P 2013 Feb 01 | Published in Journal Western Journal of Nursing Research Volume 35 Issue 2 Page 226. | ISSN:0193-9459,0,0,1,1,0,100,1,0,0,0
